"Station"	"Haul"	"SpeciesCategory"	"IndividualTotalLength"	"LengthResolution"	"WeightedCount"	"MinHaulDepth"	"MaxHaulDepth"	"LengthDistributionWeight"	"LengthDistributionType"	"Cruise"	"EffectiveTowDistance"	"DateTime"	"Longitude"	"Latitude"	"Gear"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	8	1	0.666666666667	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	10	1	7.333333333333	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	11	1	11.333333333333	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	12	1	10	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	13	1	2.666666666667	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	14	1	2	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	15	1	3.333333333333	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	16	1	6	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	17	1	4.666666666667	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	18	1	0.666666666667	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	22	1	0.666666666667	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	23	1	0.666666666667	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	24	1	2	NA	365	1	"Normalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
